ID,Question,OptionA,OptionB,OptionC,OptionD,OptionE,CorrectAnswer,Explanation,ImageURL,Category
Ch10_Q12,When predicting the outcome after distal radius fractures which of the following is false?,Age is an important factor if predicting early instability of minimally displaced fractures,Age is an important factor if predicting late instability of minimally displaced fractures,In the prediction of malunion the presence or absence of comminution is not an important factor,Age is an important factor if predicting malunion,The dorsal angle at presentation is not important in predicting malunion in displaced fractures,C,Comminution IS an important factor in predicting malunion after distal radius fractures. The statement is false.,,Trauma
Ch10_Q13,When considering traumatic scapulothoracic dissociation which of the following is false?,The brachial plexus injury is most predictive of outcome,It is nearly always a high-energy injury,80% will also have a clavicle fracture,10% occur in motorcyclists,It results from a massive traction force to the upper limb,D,More than 10% occur in motorcyclists - the incidence is higher. Scapulothoracic dissociation is a severe high-energy injury.,,Trauma
Ch10_Q14,An 11-year-old girl sustains a closed femoral shaft fracture which is then treated with an anterograde intramedullary nail via a piriformis fossa entry point. In follow-up she is noted to have collapse of the femoral head. This is most likely due to?,Missed concurrent subcapital fracture,Infection,Pressure changes within the capsule of the hip joint,Perthes disease,Injury to the lateral ascending vessels of the femoral neck,E,An anterior entry point through the piriformis fossa can damage the lateral ascending vessels leading to avascular necrosis of the femoral head in children.,,Trauma
Ch10_Q15,Concerning intramembranous ossification which of the following is true?,It occurs in all long bone fractures,It is affected in Hurlers syndrome,It is responsible for bone formation in distraction osteogenesis,It is associated with osteons,It is a feature of callus in physeal fractures,C,Intramembranous ossification is responsible for bone formation in distraction osteogenesis. Long bone fracture healing occurs via enchondral ossification.,,Trauma
Ch10_Q16,In relation to fractures of the intercondylar eminence of the tibia which of the following statements is true?,The flexion deformity usually seen is caused by the impingement of the displaced fragment,The injury is more likely visualized on the anteroposterior AP radiograph,The highest incidence is seen between the ages 8 and 13,Aspiration of a tense haemarthrosis is not advised,In a type II fracture bony union is not possible without reduction manoeuvres,A,The flexion deformity is caused by impingement of the displaced fracture fragment. These fractures are best seen on lateral radiographs.,,Trauma
Ch10_Q17,What effect would doubling the diameter of a solid intramedullary nail have on its torsional rigidity?,No effect,Increase by 2-fold,Increase by 4-fold,Increase by 8-fold,Increase by 16-fold,E,Torsional rigidity is proportional to the fourth power of the radius so doubling the diameter increases rigidity by 2^4 = 16-fold.,,Trauma
Ch10_Q18,Which indication would be considered the best reason for the use of a locking plate in the treatment of a diaphyseal radial fracture?,A need for early return to function,A stable fracture configuration,A paediatric patient,An open fracture,Marked osteopaenia,E,Locking plates provide fixed-angle stability and are particularly useful in osteopaenic bone where conventional screw purchase may be poor.,,Trauma
Ch10_Q19,Which of the following patients would you expect to fare better with operative management of a displaced calcaneal fracture?,Young woman heavy smoker,60-year-old woman otherwise healthy,Young woman injured hill-running,Healthy man injured at work,Young healthy woman with bilateral fractures,C,Young active patients with high functional demands fare better with operative management. Smoking and workers compensation are negative prognostic factors.,,Trauma
Ch10_Q20,A 31-year-old woman has fracture-dislocation at C5-C6. A clavicle fracture is noted on an otherwise normal chest X-ray. Her pulse is 45 blood pressure is 83/40 mmHg and respiratory rate is 28. An abdominal ultrasound is negative. What type of shock is most likely in this patient?,Hypovolaemic,Cardiogenic,Neurogenic,Spinal,Tension pneumothorax,C,Neurogenic shock presents with hypotension and bradycardia due to loss of sympathetic tone following spinal cord injury. The bradycardia differentiates it from hypovolaemic shock.,,Trauma
Ch10_Q21,Which complication below is most likely following open reduction and fixation of a Lisfranc injury?,Non-union,Failure of metalwork,Infection,Arthritis,Avascular necrosis,D,Arthritis is the most common complication following Lisfranc injuries regardless of treatment method due to articular cartilage damage at the time of injury.,,Trauma
Ch10_Q22,With reference to the management of open fractures which of the following is true?,All wounds should undergo immediate surgical exploration,For haemorrhage control a tourniquet should never be used,In compartment syndrome a difference of 30 mmHg or less between the measured pressure and the systolic blood pressure is a reasonable threshold for decompression,It is the 10 cm perforator from the posterior tibial artery medially which is usually the largest and most reliable for distally based fascio-cutaneous flaps,Absent or reduced plantar sensation at initial presentation is an indication for primary amputation,C,A delta pressure difference of 30 mmHg or less between compartment pressure and diastolic blood pressure is a reasonable threshold for fasciotomy.,,Trauma
Ch10_Q23,Which of the following is true of sternoclavicular dislocations?,Posterior sternoclavicular dislocations are more common than anterior,The anterior capsular ligament is the most important structure for anterior-posterior stability,On a serendipity view radiograph an anterior dislocation would show the affected clavicle above the contralateral clavicle,All traumatic sternoclavicular dislocations need reduction,The posterior sternoclavicular ligament is the primary restraint to superior displacement of the medial clavicle,C,On a serendipity view an anterior dislocation shows the clavicle displaced superiorly above the contralateral side. The costoclavicular ligament is the primary restraint to superior displacement.,,Trauma
Ch10_Q24,A 6-year-old has a posteriorly displaced supracondylar fracture with absent pulses but a warm pink hand. What is the optimal management?,Immediate reduction of the fracture in the emergency department,Open reduction with immediate exploration by a vascular surgeon,Closed reduction in theatre with reassessment of the vascularity,Urgent brachial angiography,Exploration by a vascular surgeon followed by external fixation,C,A warm pink hand indicates adequate collateral circulation. The optimal management is closed reduction in theatre with reassessment as reduction often restores the pulse.,,Trauma
Ch10_Q25,Which of the following is not true regarding the anterior ilioinguinal approach to the pelvis?,The first window is the internal iliac fossa bounded medially by the iliopsoas,The second window gives access to the pelvic brim and quadrilateral plate,The corona mortis may extend over the anterior column in the area of the superior pubic ramus,Inadequate closure of the floor of the inguinal canal may lead to an indirect inguinal hernia,This approach will allow visualization of the interior of the iliac wing anterior sacroiliac joint entire anterior column and pubic symphysis,D,Inadequate closure would lead to a DIRECT not indirect inguinal hernia. An indirect hernia results from a patent processus vaginalis.,,Trauma
Ch10_Q26,Which of the following is false with reference to the Kocher-Langenbeck approach for pelvic fractures?,It is recommended for isolated posterior column injuries,The superior neurovascular bundle is at greatest risk during exposure of the greater sciatic notch,The pudendal nerve is at risk as it enters the pelvis through the greater sciatic notch,Branches of the medial femoral circumflex artery are within the quadratus femoris muscle,It has been associated with abductor weakness,B,The INFERIOR gluteal neurovascular bundle is at greatest risk not the superior during exposure of the greater sciatic notch.,,Trauma
Ch10_Q27,Which of the following would not increase the stability of an external fixator?,Increasing the diameter of the pins,Increasing the distance between the rods and the bone,Increasing the number of pins,Increasing the space between the pins,Placing pins in different planes,B,Increasing the distance between rods and bone DECREASES stability. All other factors increase stability of an external fixator.,,Trauma
Ch10_Q28,Which of the following is not a type of acetabular fracture according to the Judet and Letournel classification?,Posterior column,Anterior column and posterior hemitransverse,Posterior wall and posterior column,Posterior column and posterior hemitransverse,Posterior wall and transverse,D,Posterior column and posterior hemitransverse is not a recognized fracture pattern in the Judet and Letournel classification of acetabular fractures.,,Trauma
